,Source,Target,Weight
52131,2,1,1
52229,3,1,6
7903,8,1,1
95430,22,1,1
33222,24,1,1
7831,45,1,2
40916,52,1,1
23467,142,1,1
75295,148,1,1
55521,196,1,1
15306,200,1,1
46849,272,1,1
88835,318,1,1
17954,334,1,1
45622,335,1,2
8193,436,1,1
83237,510,1,1
11787,616,1,1
67261,654,1,1
93917,665,1,1
64995,690,1,1
35000,762,1,1
58460,1,2,1
20848,3,2,185
32387,6,2,3
20281,8,2,1
40640,13,2,1
93396,14,2,1
81086,16,2,2
63997,23,2,1
4794,26,2,37
66112,29,2,1
30156,42,2,1
91672,45,2,3
61819,59,2,1
45651,61,2,2
37842,70,2,1
45645,82,2,1
63336,86,2,1
53979,89,2,1
27934,94,2,1
5861,120,2,1
9412,136,2,1
70716,139,2,4
82234,142,2,2
35281,147,2,10
87861,148,2,1
90672,149,2,1
89961,150,2,1
72266,166,2,1
42449,180,2,1
27109,191,2,1
23119,223,2,1
50718,245,2,1
95408,259,2,1
77394,271,2,5
59289,272,2,15
76808,276,2,9
72209,280,2,2
41480,284,2,1
51991,297,2,1
82919,335,2,6
57067,342,2,1
66856,358,2,1
19875,363,2,1
72398,364,2,2
75029,365,2,1
75004,369,2,1
4317,371,2,2
5747,391,2,1
12939,408,2,1
63748,440,2,1
67663,478,2,1
17730,490,2,7
69743,499,2,1
52106,511,2,1
5991,513,2,1
64093,520,2,1
46454,532,2,1
48621,538,2,1
59884,554,2,1
29154,581,2,1
95758,595,2,1
24210,616,2,1
26311,638,2,1
53201,648,2,2
63049,682,2,10
25454,684,2,2
9977,702,2,1
18177,709,2,2
42151,776,2,1
48373,835,2,2
65939,839,2,1
30529,847,2,1
90908,860,2,1
37657,864,2,2
63700,875,2,2
80778,884,2,18
71107,888,2,1
10669,895,2,1
66663,896,2,3
23982,929,2,2
66540,954,2,1
88119,995,2,9
45991,1,3,6
27182,2,3,185
8453,3,3,624
35049,4,3,66
63647,5,3,12
44901,6,3,321
26104,7,3,650
5219,8,3,976
10619,9,3,7
87977,10,3,5489
69233,11,3,417
50510,12,3,12
74150,13,3,14
57902,14,3,3
41443,15,3,47
93773,16,3,356
71330,17,3,3
52657,18,3,174
15121,20,3,8
37861,22,3,288
51572,23,3,237
21460,24,3,5
24337,25,3,36
17179,26,3,109
94861,27,3,151
75745,28,3,4
34260,29,3,12
34839,30,3,199
16150,31,3,49
22798,32,3,4
737,33,3,34
84206,34,3,25
59309,35,3,5
40412,36,3,3
95924,38,3,248
76832,39,3,36
21591,40,3,115
61458,41,3,14
42569,42,3,991
23869,43,3,1
5134,44,3,106
79003,45,3,513
60370,46,3,18
93382,47,3,276
48350,48,3,6
60762,49,3,26
7265,50,3,43
65911,52,3,27
43667,53,3,2391
68724,54,3,161
6182,55,3,16
12857,56,3,591
40693,57,3,2103
68067,58,3,161
49371,59,3,69
30506,60,3,167
8328,61,3,119
85689,62,3,1
67005,63,3,202
73610,64,3,730
51452,65,3,231
32594,66,3,4
13928,67,3,8
50389,70,3,413
94499,71,3,97
38187,72,3,57
16041,73,3,5
93648,74,3,37
55978,76,3,29
33646,77,3,29
15011,78,3,168
92545,79,3,9
2975,80,3,147
76690,81,3,12
58125,82,3,726
39250,83,3,136
20520,84,3,4
94746,85,3,1
75635,86,3,50
57014,87,3,13
63680,88,3,6
41384,89,3,16
22684,90,3,27
4016,91,3,1231
81324,92,3,1
50834,94,3,851
41293,95,3,12
6060,97,3,2055
83436,98,3,23
64746,99,3,8
23740,101,3,5
5012,102,3,1261
82373,103,3,394
89142,104,3,43
66873,105,3,6
48231,106,3,4
29339,107,3,9
10646,108,3,472
84509,109,3,8
10955,110,3,153
47123,111,3,2
53767,112,3,7
31436,113,3,3
12739,114,3,2
90228,115,3,48
71361,116,3,17
49250,117,3,16
11678,119,3,47
18282,120,3,55
92427,121,3,4
21162,122,3,810
54798,123,3,164
35957,124,3,3
13809,125,3,1
50892,127,3,1
57236,128,3,284
34934,129,3,6
16235,130,3,693
93869,131,3,63
74826,132,3,680
52737,133,3,3
33857,134,3,17
15225,135,3,140
21808,136,3,81
76924,138,3,1
58341,139,3,404
39465,140,3,14
8563,141,3,22
88401,142,3,188
75842,143,3,5
15810,144,3,29
41597,146,3,418
22897,147,3,58
4219,148,3,479
78037,149,3,76
59394,150,3,281
40509,151,3,53
24996,153,3,11
6279,154,3,3
83662,155,3,26
64953,156,3,6
72576,158,3,1
5226,159,3,13
11910,160,3,3
85771,161,3,1
67098,162,3,2
48429,163,3,2
29538,164,3,1
84716,166,3,21
66000,167,3,15
72618,168,3,71
95047,170,3,1
12963,171,3,7
68153,173,3,113
30607,175,3,9
37248,176,3,1
15092,177,3,2
92634,178,3,18
73719,179,3,7
42108,180,3,33
32685,181,3,25
14024,182,3,84
91550,183,3,6
71262,185,3,114
57115,186,3,112
65596,187,3,1
19564,188,3,302
93742,189,3,3
74706,190,3,1
56069,191,3,27
88542,192,3,25
57371,193,3,2
41030,194,3,1
2391,196,3,158
58222,197,3,6
20611,199,3,1
27308,200,3,138
5101,201,3,21
63774,203,3,325
45025,204,3,10
22779,205,3,16
4103,206,3,390
81419,207,3,2
48705,208,3,58
65879,209,3,30
55936,210,3,23
74850,211,3,4
83530,213,3,10
64834,214,3,3
90378,215,3,5
52767,216,3,5
30473,217,3,1
11778,218,3,188
89235,219,3,4
70381,220,3,112
48316,221,3,83
29430,222,3,12
10732,223,3,867
17290,224,3,8
75509,225,3,44
53862,227,3,11
38153,228,3,34
12832,229,3,12
61454,230,3,5
71453,231,3,59
84927,232,3,2
55952,233,3,28
37120,234,3,5
18373,235,3,2
95161,236,3,2
57844,237,3,13
54888,238,3,10
42674,240,3,1
27895,241,3,9
1909,242,3,84
79120,243,3,115
60484,244,3,2
38152,245,3,36
19441,246,3,5
865,247,3,1
7384,248,3,45
81295,249,3,63
62617,250,3,6
55117,252,3,9
2947,253,3,16
80206,254,3,416
24059,257,3,7
5315,258,3,14
82689,259,3,1303
63971,260,3,3
41696,261,3,22
22977,262,3,2
4305,263,3,17
10938,264,3,2
84806,265,3,9
66090,266,3,7
47457,267,3,90
28596,268,3,105
6370,269,3,10
83747,270,3,1
65044,271,3,254
71677,272,3,1369
30686,274,3,19
12000,275,3,5
89454,276,3,43
91409,278,3,6
29631,279,3,181
36254,280,3,39
14121,281,3,7
69054,282,3,1
54071,284,3,1
31746,285,3,12
90558,287,3,12
1095,288,3,8
37330,291,3,17
18598,292,3,1
92725,293,3,1
73798,294,3,15
55122,295,3,59
61796,296,3,14
45540,297,3,189
20726,298,3,6
2105,299,3,1
39078,302,3,131
62779,304,3,2
4190,305,3,1
81502,306,3,1
72655,308,3,3
21772,309,3,41
3164,310,3,5
80435,311,3,72
42715,312,3,9
64924,313,3,6
46192,314,3,5
69107,315,3,18
52802,316,3,11
82570,317,3,2
79012,319,3,69
51780,320,3,1
65531,322,3,2
49254,323,3,3
69447,324,3,2
91999,325,3,18
16353,328,3,2
71541,330,3,6
89323,334,3,225
70485,335,3,544
77053,336,3,16
54990,337,3,14
36137,338,3,1
17387,339,3,8
53958,342,3,111
59258,344,3,10
19530,345,3,18
967,346,3,8
85481,347,3,9
59519,348,3,16
18475,350,3,2
96135,351,3,4
61687,354,3,24
42767,355,3,3
24091,356,3,2
1985,357,3,13
79214,358,3,26
60574,359,3,8
26191,362,3,2
7470,363,3,12
29293,364,3,6
62712,365,3,60
43869,366,3,8
55665,367,3,3
31770,368,3,10
58469,369,3,39
41985,370,3,82
68265,371,3,16
49598,372,3,5
68385,373,3,7
8533,374,3,11
92756,376,3,2
70355,377,3,5
51665,378,3,3
32811,379,3,32
59334,381,3,1
69323,382,3,1
50608,383,3,7
35261,384,3,50
79498,385,3,2
71764,387,3,6
53082,388,3,1
30772,389,3,1
12086,390,3,1
89553,391,3,105
112,392,3,3
55218,394,3,14
36355,395,3,1
17586,396,3,1
91747,397,3,1
72799,398,3,156
54162,399,3,19
60809,400,3,2
38444,401,3,30
19730,402,3,2
1182,403,3,4
86787,404,3,1
49753,405,3,2
37412,406,3,9
25323,408,3,19
3249,409,3,3
80534,410,3,1
61890,411,3,127
71876,412,3,25
20810,413,3,2
36935,416,3,2
45215,418,3,1
26411,419,3,5
47005,420,3,15
81594,421,3,13
62922,422,3,12
26994,428,3,69
85964,429,3,1
27501,430,3,3
70581,434,3,13
33022,436,3,68
10904,437,3,1
2735,438,3,42
47306,439,3,2
76053,440,3,62
54048,441,3,10
35143,442,3,21
16467,443,3,77
94118,444,3,14
71644,445,3,243
52954,446,3,4
40739,448,3,1
18568,449,3,5
77146,451,3,2
63376,452,3,4
72515,453,3,5
17474,454,3,1
89746,455,3,36
5441,456,3,5
60680,458,3,2
41821,459,3,2
43364,460,3,1
1062,461,3,15
28052,465,3,67
25205,466,3,30
23462,468,3,1
61772,469,3,2
66134,470,3,2
24179,471,3,1
30807,472,3,5
52627,473,3,1
85987,474,3,83
67317,475,3,121
48620,476,3,2
26277,477,3,1
7572,478,3,57
84931,479,3,5
69755,480,3,12
69417,481,3,6
50700,482,3,6
31868,483,3,22
13169,484,3,3
87089,485,3,4
49691,487,3,62
56273,488,3,12
12715,489,3,9
15311,490,3,55
92841,491,3,35
73917,492,3,4
51751,493,3,2
32898,494,3,1
86157,495,3,1
20833,496,3,14
88981,497,3,1
57342,499,3,169
38477,500,3,12
16318,501,3,3
93983,502,3,1
74911,503,3,138
81633,504,3,106
59491,505,3,1
40609,506,3,7
21894,507,3,13
3274,508,3,88
58443,510,3,6
39552,511,3,34
15763,512,3,5
12267,513,3,7
70923,514,3,37
52239,515,3,8
33377,516,3,5
11249,517,3,46
69865,519,3,27
76438,520,3,3
54383,521,3,3
21924,522,3,1
16807,523,3,48
94468,524,3,12
53327,526,3,2
34450,527,3,92
41083,528,3,2
18923,529,3,4
332,530,3,9
77524,531,3,2
58922,532,3,16
36594,533,3,18
17833,534,3,66
5782,536,3,9
79668,537,3,1
61046,538,3,90
42167,539,3,16
33743,540,3,1
78618,542,3,284
59993,543,3,280
66589,544,3,1
44341,545,3,7
6863,547,3,8
84242,548,3,286
62108,549,3,5
24521,551,3,19
31154,552,3,6
86348,554,3,16
67667,555,3,136
48958,556,3,4
26652,557,3,1
7948,558,3,10
85278,559,3,31
71891,560,3,20
69744,561,3,13
32216,563,3,31
13543,564,3,2
87431,565,3,1
68697,566,3,1
50017,567,3,11
34321,569,3,1
20042,570,3,1
93212,571,3,238
74243,572,3,1
52107,573,3,62
14613,575,3,32
21192,576,3,18
95409,577,3,10
57719,579,3,1
38848,580,3,102
16688,581,3,8
94336,582,3,8
75244,583,3,3
12145,584,3,8
40953,586,3,4
38354,587,3,2
77395,589,3,17
64776,590,3,1
46698,592,3,19
24410,593,3,3
5658,594,3,2
83043,595,3,7
64340,596,3,24
42043,597,3,3
23347,598,3,31
4630,599,3,7
11284,600,3,7
66465,602,3,1
47825,603,3,5
6746,605,3,25
84113,606,3,5
33273,607,3,9
49905,609,3,6
31028,610,3,7
12338,611,3,39
67551,613,3,1
48834,614,3,1
88886,615,3,31
36625,616,3,74
14476,617,3,1
92021,618,3,3
54421,620,3,3
32089,621,3,49
13431,622,3,1
1419,624,3,1
75135,625,3,93
56497,626,3,29
37678,627,3,1
18957,628,3,12
39799,629,3,1
62133,632,3,41
47784,633,3,3
21081,634,3,13
79698,636,3,13
57588,637,3,1
38714,638,3,108
20009,639,3,75
4839,640,3,43
78709,641,3,4
60077,642,3,3
41192,643,3,1
2691,645,3,1
59009,647,3,1
65611,648,3,59
45727,649,3,1
24614,650,3,3
5883,651,3,19
42270,654,3,41
23567,655,3,4
30200,656,3,55
8039,657,3,34
85371,658,3,19
66684,659,3,26
48060,660,3,4
89130,663,3,1
91137,664,3,17
68791,665,3,201
31241,667,3,28
12548,668,3,1
86453,669,3,10
49054,671,3,1
55689,672,3,7
33349,673,3,90
14699,674,3,1
72455,675,3,1
73302,676,3,1
51145,677,3,43
32328,678,3,4
20214,680,3,2
75330,682,3,24
8477,684,3,159
15734,685,3,15
93317,686,3,19
74326,687,3,2
65322,689,3,1
39998,690,3,11
21280,691,3,2
2681,692,3,1
22435,695,3,4
82478,696,3,136
23440,697,3,4
4717,698,3,2
82065,699,3,1
22362,702,3,6
10341,704,3,3
16609,708,3,1
5748,709,3,22
64432,711,3,1
35697,712,3,1
48924,713,3,22
30081,714,3,12
47931,718,3,2
29045,719,3,152
35628,720,3,3
72109,723,3,46
89916,727,3,3
455,728,3,4
74213,729,3,2
55567,730,3,15
36722,731,3,43
12746,732,3,25
92114,733,3,11
73176,734,3,16
61165,736,3,5
38812,737,3,2
20098,738,3,85
1512,739,3,118
78737,740,3,18
56599,741,3,2
19042,743,3,49
69028,748,3,7
21165,749,3,16
2541,750,3,3
79797,751,3,344
39046,752,3,1
2077,753,3,4
26781,755,3,2
8066,756,3,1
81958,757,3,1
63271,758,3,38
51179,760,3,1
65520,761,3,1
10214,762,3,6
68824,764,3,13
88165,765,3,8
9133,767,3,110
90126,768,3,9
23106,769,3,9
49152,770,3,4
86565,771,3,4
85473,773,3,2
48140,775,3,10
54706,776,3,164
91235,779,3,308
50352,780,3,4
50194,781,3,2
20354,784,3,11
93425,785,3,12
74413,786,3,21
55776,787,3,3
14795,789,3,28
73392,791,3,12
80027,792,3,33
39041,794,3,2
20302,795,3,1
10483,796,3,1
75420,797,3,2
56808,798,3,3
37982,799,3,1
44688,800,3,2
22469,801,3,36
6852,803,3,14
21375,806,3,1
2775,807,3,21
9340,808,3,74
83219,809,3,6
3342,810,3,1
45808,811,3,1
27009,812,3,2
63468,815,3,3
70077,816,3,2
48029,817,3,68
29133,818,3,1
10439,819,3,4
46845,820,3,3
65579,821,3,4
46893,822,3,1
28079,823,3,80
90005,826,3,38
71150,827,3,1
52462,828,3,34
88928,831,3,1
95739,832,3,14
54599,834,3,2
23235,835,3,9
17011,836,3,73
91104,837,3,15
72203,838,3,6
53528,839,3,33
37865,841,3,3
19123,842,3,9
549,843,3,11
36818,846,3,398
18063,847,3,7
24718,848,3,2
79884,850,3,36
61263,851,3,69
42380,852,3,30
20188,853,3,3
1607,854,3,1
92464,857,3,173
44563,858,3,1
25772,859,3,101
7077,860,3,1
80982,861,3,20
62320,862,3,11
85383,863,3,19
50226,864,3,12
27954,865,3,99
67878,868,3,6
82292,869,3,1
8146,871,3,14
14826,872,3,7
88813,873,3,1
69953,874,3,141
51270,875,3,17
10309,877,3,8
87655,878,3,3
91614,879,3,9
75444,880,3,1
34533,882,3,18
15862,883,3,16
93461,884,3,1789
71021,885,3,15
52329,886,3,1
33465,887,3,19
49783,888,3,29
95629,890,3,4
76523,891,3,8
57946,892,3,2
34963,894,3,16
892,895,3,7
79031,896,3,184
53716,897,3,3
38066,898,3,15
19351,899,3,2
55860,902,3,2
70828,904,3,2
21459,905,3,30
61493,908,3,42
39132,909,3,3
50957,912,3,10
63558,914,3,3
77133,915,3,44
3901,917,3,8
81207,918,3,1
62537,919,3,3
69133,920,3,1
16384,921,3,45
28168,922,3,1
80073,923,3,1
64616,925,3,1
67301,927,3,3
11552,929,3,32
89013,930,3,1
29216,933,3,31
10533,934,3,2
47442,935,3,1
33685,938,3,12
78609,940,3,9
60157,941,3,5
59215,944,3,11
54686,949,3,2
35819,950,3,5
23774,952,3,1
1700,953,3,24
78908,954,3,28
60285,955,3,2
41414,956,3,1
19229,957,3,1
644,958,3,3
27460,960,3,1
43584,962,3,2
6092,964,3,3
79994,965,3,36
61360,966,3,11
49280,968,3,1
26979,969,3,11
8230,970,3,1
66905,972,3,15
56982,973,3,4
25875,974,3,1
7163,975,3,2
13835,976,3,41
69022,978,3,5
50314,979,3,41
31465,980,3,1
9315,981,3,5
86674,982,3,1
23856,983,3,3
74534,984,3,1
33560,986,3,2
92455,988,3,1
51355,990,3,23
32505,991,3,5
16982,993,3,5
94653,994,3,21
75534,995,3,110
476,998,3,27
3927,1000,3,1
45852,3,4,66
95070,4,4,2
45267,8,4,1
16048,10,4,1
10478,11,4,1
75891,26,4,22
32407,42,4,2
66631,45,4,1
6492,94,4,3
25409,150,4,1
73910,156,4,1
84112,272,4,9
28180,287,4,1
74666,291,4,1
88699,440,4,1
58136,471,4,1
7311,664,4,1
35012,884,4,2
70374,908,4,2
15152,956,4,1
33283,3,5,12
57740,8,5,2
88522,26,5,9
46819,445,5,1
27424,713,5,1
44175,784,5,1
50274,832,5,1
18513,884,5,3
7865,896,5,1
93591,2,6,3
70685,3,6,321
13501,6,6,10
84889,7,6,2
70109,8,6,2
25668,10,6,24
35253,11,6,1
84350,12,6,1
92163,13,6,2
85069,16,6,3
11501,22,6,2
51159,26,6,73
34954,28,6,1
49893,30,6,2
15741,34,6,2
36865,38,6,1
39514,39,6,1
15968,41,6,2
76421,42,6,1
38957,44,6,3
41649,45,6,3
1651,46,6,6
88290,49,6,1
5761,58,6,1
64446,60,6,1
14865,64,6,1
87694,70,6,5
90520,71,6,4
75489,72,6,1
19616,87,6,2
7559,89,6,1
66209,91,6,12
77660,94,6,16
26168,97,6,4
62753,102,6,1
45071,103,6,1
81968,106,6,3
44481,108,6,5
6998,110,6,7
58956,111,6,3
91179,112,6,3
93970,113,6,2
70440,119,6,1
46458,120,6,4
68292,122,6,15
20826,123,6,5
69872,124,6,2
72554,125,6,1
94813,128,6,4
13242,130,6,1
12655,132,6,2
14520,133,6,1
24373,139,6,3
44248,144,6,3
26489,145,6,2
75430,146,6,18
85121,147,6,3
685,150,6,1
87280,153,6,1
49882,155,6,2
2784,156,6,3
64026,159,6,1
25925,166,6,1
76426,167,6,1
30183,178,6,1
88937,180,6,1
58881,181,6,2
51393,182,6,2
54116,183,6,4
53538,188,6,1
18642,191,6,2
6583,193,6,1
18075,196,6,1
44050,207,6,2
29299,208,6,4
88395,213,6,1
60554,216,6,1
8159,220,6,1
34033,231,6,2
82764,241,6,1
53399,246,6,1
39143,258,6,2
48890,259,6,6
27675,271,6,1
12901,272,6,18
88502,279,6,4
58273,280,6,4
63546,285,6,1
38223,288,6,1
3583,291,6,1
15048,294,6,2
10924,295,6,2
3013,296,6,2
5599,297,6,1
64286,299,6,1
17107,300,6,1
70949,302,6,4
89757,315,6,3
5058,318,6,1
47343,319,6,2
33069,335,6,19
67485,342,6,9
93567,348,6,1
60730,357,6,2
69711,363,6,2
83923,367,6,1
34296,371,6,1
87851,374,6,4
27427,377,6,1
85486,378,6,1
16579,381,6,2
14067,398,6,2
63328,403,6,1
62785,408,6,1
88775,419,6,1
4136,422,6,1
37979,428,6,1
64882,430,6,1
8337,434,6,1
67015,436,6,2
17333,440,6,4
90367,446,6,1
93438,455,6,1
59197,466,6,3
68215,472,6,1
44939,478,6,1
32752,480,6,1
35429,481,6,1
84521,482,6,1
17161,483,6,1
93816,488,6,1
269,489,6,2
23409,499,6,1
75805,526,6,1
43226,533,6,1
57407,540,6,1
71643,555,6,1
41570,567,6,1
72765,580,6,1
2170,596,6,1
4774,597,6,1
65544,605,6,1
74003,616,6,1
91065,621,6,1
41272,625,6,1
90502,626,6,1
90148,627,6,1
83163,638,6,4
94526,654,6,4
70248,657,6,1
81787,660,6,1
34828,665,6,3
95915,673,6,13
13767,677,6,1
13197,682,6,3
1785,695,6,1
82992,696,6,1
15003,713,6,5
51932,732,6,2
79946,749,6,4
17765,770,6,1
48284,775,6,3
73227,776,6,3
57224,779,6,2
818,799,6,1
46745,808,6,1
14011,817,6,4
25486,820,6,1
28221,821,6,1
36666,832,6,2
50687,834,6,1
2001,835,6,1
13472,838,6,1
74166,846,6,1
62177,848,6,1
29418,857,6,1
48650,859,6,1
43628,861,6,1
3559,862,6,1
7738,874,6,2
31525,879,6,1
78055,883,6,3
30951,884,6,25
37944,894,6,1
20257,896,6,4
71992,898,6,1
10926,915,6,1
62669,917,6,1
27236,925,6,1
75253,956,6,1
51220,976,6,2
2954,979,6,4
30562,983,6,1
32102,994,6,3
89544,3,7,650
94926,6,7,2
72447,7,7,4
22861,11,7,1
47322,16,7,3
23938,22,7,1
94004,26,7,2
18191,58,7,1
3036,59,7,1
76759,60,7,1
40254,61,7,3
17124,63,7,7
29395,86,7,1
34799,91,7,3
10903,128,7,1
11968,139,7,1
48470,142,7,1
38327,166,7,1
17355,203,7,3
92569,215,7,1
58155,218,7,8
94769,221,7,1
54628,223,7,8
51860,238,7,1
39495,276,7,9
75875,279,7,1
86083,280,7,1
78066,285,7,4
20647,335,7,7
45149,455,7,3
71578,466,7,1
10995,499,7,4
25149,503,7,1
33319,537,7,1
11193,538,7,3
32289,542,7,24
10146,543,7,3
15255,548,7,2
36534,554,7,1
46767,571,7,40
19500,606,7,1
25657,608,7,1
73900,611,7,1
88665,638,7,1
84276,684,7,1
86555,731,7,11
2423,732,7,8
51242,739,7,2
67580,749,7,1
84895,751,7,15
8327,776,7,1
56746,884,7,7
21193,885,7,1
81229,904,7,1
50227,917,7,2
75445,933,7,1
51416,953,7,7
17054,965,7,1
91138,973,7,1
79770,1,8,1
36126,2,8,1
93924,3,8,976
51990,4,8,1
8303,5,8,2
53950,6,8,2
95287,8,8,14
51428,9,8,2
7753,10,8,11
32134,11,8,1
62208,13,8,1
52788,16,8,5
61674,18,8,4
79207,22,8,1
24283,24,8,1
33068,26,8,287
78659,27,8,2
45388,29,8,1
50328,35,8,1
49799,40,8,2
58624,42,8,3
16790,45,8,2
76109,46,8,2
83922,58,8,1
5340,64,8,1
59387,70,8,1
15692,71,8,4
13219,74,8,1
82233,89,8,1
84151,91,8,2
39893,97,8,1
92623,98,8,1
14012,102,8,4
15185,103,8,2
55235,104,8,1
11807,108,8,9
22234,109,8,1
81686,110,8,2
77975,112,8,1
65373,113,8,1
80551,120,8,3
89512,122,8,1
16385,128,8,1
40926,132,8,5
42310,139,8,3
94539,145,8,1
50690,146,8,8
66436,148,8,29
68342,150,8,1
23735,155,8,1
49446,156,8,4
93971,166,8,1
50134,167,8,2
5862,173,8,1
21052,180,8,1
77876,181,8,1
20473,185,8,3
72981,186,8,1
35797,192,8,1
74304,193,8,1
46538,196,8,1
14137,207,8,1
47378,208,8,2
56155,210,8,1
28234,213,8,2
55610,231,8,1
11362,237,8,1
70177,243,8,6
63961,244,8,1
78982,245,8,1
80935,247,8,1
69616,248,8,6
84466,263,8,1
56081,271,8,3
89932,272,8,7
55532,276,8,1
2510,280,8,2
28955,286,8,2
81427,287,8,1
28402,291,8,1
41037,293,8,1
39085,295,8,1
80277,297,8,1
11502,315,8,1
63998,316,8,1
34914,329,8,1
61596,335,8,24
62910,342,8,5
34360,350,8,1
64738,357,8,1
42075,362,8,1
41511,383,8,1
64081,384,8,1
72399,401,8,2
87623,408,8,5
17395,419,8,2
79515,434,8,9
95596,436,8,1
42238,440,8,15
95029,441,8,2
686,443,8,1
78953,455,8,1
34160,466,8,1
93286,472,8,1
51394,475,8,1
50839,480,8,3
7147,481,8,3
19898,483,8,6
75301,484,8,2
22322,488,8,1
74784,489,8,2
92025,490,8,3
95970,495,8,1
6584,502,8,1
59140,503,8,1
47896,504,8,4
52019,506,8,2
71077,512,8,1
27445,513,8,2
69190,526,8,1
51752,555,8,2
77012,571,8,2
32320,598,8,1
17428,616,8,4
54753,638,8,5
60208,640,8,2
86084,651,8,1
85524,656,8,3
84925,660,8,1
15939,662,8,1
13495,665,8,9
93234,667,8,2
20026,673,8,4
71611,677,8,1
91509,682,8,2
40709,683,8,1
93482,684,8,1
49714,685,8,4
76223,689,8,1
49140,690,8,1
11797,696,8,2
88031,709,8,4
89766,713,8,10
41123,723,8,1
55159,749,8,1
72194,758,8,2
39889,775,8,2
20745,776,8,1
75101,779,8,3
4463,795,8,1
27933,809,8,1
81761,817,8,2
38057,818,8,3
54726,832,8,2
65491,835,8,2
37512,839,8,3
80616,843,8,1
52254,851,8,1
8555,852,8,1
8022,857,8,1
9942,859,8,1
85844,874,8,2
73406,877,8,1
59416,884,8,73
54504,896,8,2
63701,912,8,1
35733,915,8,2
70249,966,8,2
23578,991,8,2
17700,993,8,1
7252,994,8,3
66697,995,8,19
92356,3,9,7
11369,8,9,2
25743,10,9,2
10578,13,9,1
45621,26,9,2
66268,27,9,1
92210,30,9,1
20086,47,9,1
63380,102,9,1
76360,106,9,1
63025,123,9,1
7654,124,9,2
28840,128,9,1
81028,133,9,1
7014,190,9,1
78156,196,9,1
61349,259,9,1
1409,279,9,1
51067,300,9,1
66835,302,9,1
92379,318,9,1
49139,335,9,2
68122,342,9,1
30218,357,9,1
81255,446,9,1
90975,481,9,1
63636,483,9,1
81610,526,9,1
41702,622,9,1
54903,673,9,1
53872,678,9,2
86847,743,9,1
18489,785,9,1
71799,884,9,3
60690,909,9,1
250,3,10,5489
76737,4,10,1
28969,6,10,24
23786,8,10,11
26458,9,10,2
90211,10,10,22
78153,11,10,1
37206,13,10,2
6681,15,10,2
82043,16,10,1
54433,22,10,3
60564,23,10,6
51921,25,10,21
8239,26,10,1193
62700,29,10,2
25887,30,10,1
6909,32,10,1
33569,42,10,4
85330,44,10,37
88054,45,10,72
22800,46,10,1
57528,47,10,3
36043,50,10,17
14652,60,10,1
57763,64,10,2
16734,66,10,1
34372,70,10,8
40501,71,10,1
29265,72,10,3
84437,74,10,1
42640,77,10,1
83079,80,10,1
42086,82,10,3
70280,84,10,1
59907,86,10,6
65991,87,10,2
57395,89,10,18
46862,90,10,6
12951,91,10,18
31343,94,10,405
37500,95,10,1
15082,97,10,1
85191,102,10,5
37729,112,10,1
60234,115,10,3
9350,120,10,8
20047,124,10,1
41239,128,10,2
65925,132,10,1
67307,139,10,8
85698,142,10,2
25694,146,10,4
38748,147,10,6
91471,148,10,7
43395,150,10,15
9879,151,10,7
49100,156,10,29
15020,158,10,1
95041,161,10,1
68836,166,10,1
74901,167,10,3
63690,168,10,11
46611,175,10,1
21322,176,10,1
76446,178,10,1
46030,180,10,6
48751,181,10,1
91925,185,10,2
71913,191,10,1
44524,196,10,2
18291,200,10,2
1330,207,10,1
72146,208,10,1
92090,210,10,2
3419,213,10,1
48972,214,10,1
43709,216,10,1
29503,241,10,6
95341,243,10,1
94782,248,10,15
2572,259,10,6
55030,260,10,1
13258,263,10,1
15387,269,10,33
80922,271,10,35
47040,272,10,303
80344,276,10,1
38555,279,10,3
27319,280,10,6
29991,281,10,1
10246,287,10,1
53358,291,10,1
64057,295,10,5
44895,297,10,2
29441,302,10,1
83265,310,10,1
78078,312,10,2
36340,315,10,1
61072,319,10,4
87811,330,10,1
20802,333,10,1
86386,335,10,44
17733,357,10,1
68970,364,10,2
51160,370,10,2
40422,372,10,2
19392,384,10,3
2387,391,10,1
85480,394,10,1
27131,412,10,1
47035,422,10,1
24100,436,10,1
78471,439,10,1
67223,440,10,8
35436,441,10,3
27585,449,10,2
52238,453,10,1
7782,455,10,2
9352,466,10,2
76935,474,10,1
76141,475,10,4
4748,479,10,1
75580,480,10,1
47969,483,10,1
63847,487,10,2
47369,488,10,2
6286,490,10,2
5523,491,10,76
23972,494,10,1
8675,510,10,3
67585,520,10,1
49948,532,10,1
22765,547,10,1
59001,567,10,1
50357,569,10,1
29925,580,10,2
30687,592,10,13
58086,597,10,9
7444,598,10,6
27686,616,10,15
41038,621,10,6
29788,638,10,13
16192,645,10,1
56637,648,10,13
16970,657,10,1
82561,659,10,2
42019,660,10,1
84675,665,10,2
42343,673,10,5
66474,682,10,1
24683,685,10,1
84124,686,10,3
48129,695,10,2
36639,696,10,3
92032,698,10,4
21640,709,10,1
67278,710,10,1
64793,713,10,128
44979,719,10,2
88053,723,10,2
4281,738,10,5
28066,743,10,1
30168,749,10,2
95996,751,10,4
47426,758,10,1
24406,779,10,131
11665,807,10,1
3119,809,10,8
56886,817,10,17
93968,832,10,1
38532,834,10,1
51737,835,10,4
62529,839,10,14
9420,843,10,1
64606,845,10,1
