,Source,Target,Weight
71780,23,242,4
66286,26,242,4
57798,45,242,1
59562,52,242,8
36191,53,242,40
80109,55,242,3
34093,56,242,10
10927,57,242,8
7970,58,242,2
54853,59,242,2
87138,60,242,5
58714,63,242,3
26494,64,242,2
4185,70,242,3
37754,82,242,1
4198,83,242,1
75507,114,242,2
50853,128,242,1
24569,130,242,7
57627,131,242,1
31315,133,242,2
28431,134,242,4
75176,135,242,1
50007,139,242,2
23705,141,242,1
6918,142,242,7
55711,188,242,1
53134,206,242,5
3869,207,242,1
48474,213,242,1
40815,223,242,5
52950,241,242,2
92993,242,242,2
61476,259,242,5
63080,260,242,2
25414,272,242,1
36697,290,242,1
7601,335,242,3
84203,464,242,1
70389,471,242,1
13896,538,242,2
64578,543,242,1
11618,732,242,1
89271,739,242,4
37131,770,242,1
9023,771,242,1
6039,772,242,4
38778,795,242,1
3351,965,242,1
41039,3,243,115
67477,8,243,6
11751,10,243,1
78669,26,243,37
53703,77,243,1
6802,89,243,1
55346,104,243,1
67131,132,243,1
37444,139,243,1
37884,148,243,3
31036,153,243,2
19578,173,243,1
20016,182,243,1
70869,260,243,1
45139,271,243,1
25434,280,243,1
91440,335,243,1
75283,428,243,1
90631,434,243,2
47125,441,243,2
71678,573,243,1
70996,677,243,1
62554,678,243,2
83474,713,243,5
13430,749,243,1
5908,859,243,1
21419,874,243,1
73326,884,243,11
12057,3,244,2
21154,8,244,1
91296,13,244,1
72397,71,244,1
75605,128,244,1
46996,148,244,1
73958,150,244,1
36726,310,244,1
53196,434,244,1
63587,476,244,1
93639,598,244,1
88622,678,244,1
26216,779,244,1
14063,884,244,1
8350,2,245,1
95955,3,245,36
92509,8,245,1
78660,13,245,1
53898,26,245,7
84181,103,245,1
88591,132,245,32
42880,247,245,1
80413,297,245,1
16557,335,245,2
65607,434,245,1
75216,436,245,1
54211,480,245,1
46152,677,245,1
62132,713,245,5
35603,775,245,1
88491,877,245,1
95023,884,245,18
36902,3,246,5
74368,6,246,1
66271,13,246,2
45293,22,246,1
16962,40,246,1
2154,60,246,1
54012,70,246,2
1303,71,246,1
16263,77,246,1
3698,139,246,1
49147,150,246,3
92624,151,246,1
63335,167,246,1
34950,185,246,1
76467,191,246,2
80265,247,246,4
7774,271,246,1
75168,272,246,1
237,279,246,1
53834,280,246,1
15745,299,246,1
32375,314,246,1
2158,325,246,1
54016,335,246,2
33035,354,246,1
39821,357,246,1
10415,369,246,1
87180,370,246,1
11252,374,246,1
3689,391,246,1
93155,401,246,2
28082,408,246,2
65909,440,246,2
50916,476,246,1
36878,482,246,1
89769,510,246,1
30882,534,246,1
59038,561,246,1
33240,673,246,2
49708,713,246,1
72158,749,246,2
19271,779,246,1
30660,802,246,1
68528,863,246,1
69460,884,246,2
20934,995,246,4
24464,3,247,1
21065,8,247,1
28913,26,247,1
96134,42,247,2
14526,60,247,2
583,82,247,2
33754,91,247,2
82343,94,247,1
26527,103,247,2
87283,139,247,1
79957,151,247,1
90738,245,247,1
49458,246,247,4
83775,279,247,1
7045,282,247,1
32741,287,247,1
45599,297,247,1
25543,428,247,1
52756,616,247,1
10058,664,247,1
55772,859,247,1
23531,884,247,5
87656,915,247,1
61915,3,248,45
33469,8,248,6
70551,10,248,15
47361,11,248,3
13080,18,248,2
43396,23,248,1
1564,25,248,9
94875,26,248,12
53404,49,248,3
22600,71,248,1
87517,77,248,1
88423,120,248,3
22434,128,248,1
33138,132,248,2
21526,139,248,44
4107,148,248,9
30550,149,248,4
11161,151,248,1
71874,153,248,2
89382,155,248,1
85580,156,248,1
55630,183,248,1
13617,185,248,1
63097,210,248,5
21922,237,248,2
62312,241,248,8
36078,271,248,2
93445,272,248,1
17334,313,248,1
1742,316,248,3
28150,317,248,1
86093,323,248,1
82268,335,248,1
53028,408,248,3
76462,410,248,2
3428,434,248,1
8374,443,248,2
5419,444,248,3
84546,480,248,1
69961,488,248,1
83673,491,248,16
73459,532,248,2
23793,598,248,4
65175,616,248,2
19478,665,248,1
52343,758,248,1
69137,779,248,2
86112,859,248,1
45263,884,248,10
15192,912,248,5
6292,969,248,2
3449,970,248,1
49468,3,249,63
72278,27,249,1
52188,53,249,1
35882,60,249,1
24702,63,249,3
8870,86,249,2
4057,166,249,1
51945,208,249,1
53596,209,249,1
36858,223,249,1
41411,306,249,1
76459,770,249,1
86726,3,250,6
68759,52,251,1
50675,622,251,1
15502,3,252,9
3137,3,253,16
57305,26,253,2
25933,27,253,2
851,52,253,2
2430,53,253,4
85630,55,253,1
76512,57,253,2
13770,60,253,3
87823,70,253,2
72020,132,253,7
1508,142,253,3
11830,168,253,1
32936,237,253,1
15556,241,253,1
59397,272,253,1
38705,277,253,1
20007,335,253,2
10743,621,253,1
41523,686,253,1
1804,751,253,1
2203,884,253,1
50918,3,254,416
82099,16,254,1
19880,26,254,7
56067,39,254,1
86002,53,254,5
57812,58,254,1
5001,59,254,2
94975,60,254,3
71441,61,254,1
12292,63,254,9
72828,64,254,3
50502,70,254,6
4210,82,254,4
22328,114,254,1
8302,132,254,3
256,139,254,1
60238,142,254,2
38235,146,254,1
3385,166,254,1
74859,173,254,1
2478,188,254,1
46347,203,254,4
10251,206,254,1
53660,207,254,1
91030,209,254,2
2140,213,254,2
38951,215,254,1
74090,217,254,1
69881,218,254,6
77086,222,254,2
51320,223,254,4
18838,254,254,4
59308,258,254,1
67952,266,254,2
21130,285,254,1
34079,295,254,2
95817,342,254,1
40133,456,254,2
47795,499,254,1
11582,502,254,1
55020,503,254,1
20973,504,254,3
85806,506,254,1
70947,542,254,6
18176,543,254,2
19384,548,254,2
48822,571,254,14
42287,572,254,1
71974,611,254,1
70796,616,254,1
51427,625,254,1
31229,677,254,1
75198,684,254,1
1328,719,254,1
10263,742,254,1
38966,751,254,25
94633,857,254,1
88114,884,254,1
58000,885,254,2
95154,887,254,1
88908,888,254,1
32343,26,255,1
14438,55,255,3
60134,89,255,1
44965,335,255,1
35151,499,255,1
87316,551,255,1
90479,554,255,1
70190,846,255,2
12118,958,255,1
34496,846,256,1
86631,3,257,7
66733,11,257,1
47370,15,257,1
27394,26,257,1
55032,27,257,1
26230,52,257,2
85358,58,257,2
90087,70,257,1
1691,82,257,2
35189,132,257,1
57780,134,257,1
38143,142,257,1
32875,205,257,1
41729,207,257,1
3142,208,257,1
67225,223,257,1
43023,259,257,1
28686,601,257,1
95816,658,257,1
95015,859,257,2
23366,887,257,1
22289,3,258,14
91679,6,258,2
43315,31,258,1
52697,70,258,1
30647,83,258,1
45629,235,258,1
53110,254,258,1
25939,455,258,1
90887,571,258,1
20594,836,258,1
12445,2,259,1
23158,3,259,1303
59673,6,259,6
92146,9,259,1
73202,10,259,6
78763,16,259,1
50477,23,259,2
45985,24,259,1
2574,26,259,280
63300,34,259,2
44494,35,259,1
71958,42,259,1
86520,44,259,10
94052,45,259,17
88736,50,259,3
58504,53,259,2
20893,55,259,1
53360,58,259,2
15777,59,259,1
10327,60,259,1
42981,61,259,1
81697,63,259,2
65105,70,259,1
46382,71,259,1
41113,76,259,1
91714,81,259,1
72764,82,259,5
56221,89,259,5
1156,103,259,1
88271,122,259,27
69496,123,259,1
71925,128,259,1
20215,129,259,2
1642,130,259,5
60223,132,259,1
36541,136,259,14
43524,139,259,1
26915,146,259,2
47268,153,259,1
50256,156,259,3
3433,166,259,1
80713,167,259,2
65638,196,259,1
56339,208,259,4
50125,214,259,2
43842,220,259,1
92272,223,259,1
56740,231,259,1
5783,241,259,1
16517,242,259,5
38726,257,259,1
27010,261,259,1
18591,263,259,1
25605,264,259,1
3532,265,259,1
80809,266,259,2
32536,267,259,1
87052,269,259,3
79710,271,259,29
86401,272,259,117
45478,274,259,1
26835,277,259,1
44383,279,259,1
51092,280,259,1
40244,295,259,1
63288,334,259,1
55801,335,259,20
43269,342,259,2
74165,348,259,2
18100,379,259,1
84014,382,259,1
82615,443,259,8
52595,475,259,2
33696,476,259,1
22263,478,259,1
42505,499,259,41
46278,538,259,1
64182,543,259,1
2946,548,259,26
78248,571,259,2
17082,573,259,1
24168,580,259,2
51451,616,259,5
59977,625,259,4
6317,636,259,2
49066,638,259,2
80295,648,259,10
51956,659,259,1
48292,673,259,2
11743,686,259,1
18343,703,259,1
63619,713,259,2
86860,723,259,2
53697,737,259,1
34806,738,259,30
16118,739,259,1
93741,740,259,1
76796,747,259,1
35887,749,259,1
62801,775,259,1
69416,776,259,2
39874,779,259,19
37292,846,259,15
48672,857,259,1
40478,859,259,3
77169,863,259,1
1255,883,259,1
11874,884,259,41
64367,896,259,2
43927,933,259,3
64260,954,259,1
75478,3,260,3
35812,10,260,1
81338,45,260,3
31061,132,260,1
55031,133,260,6
49119,136,260,2
18450,167,260,1
75219,242,260,2
35065,243,260,1
52932,263,260,2
61368,271,260,3
2834,272,260,17
23242,284,260,1
89740,335,260,4
23051,408,260,1
65168,476,260,1
79860,499,260,6
11866,548,260,7
22563,571,260,2
63882,616,260,2
16746,644,260,1
52310,703,260,1
93895,738,260,2
627,775,260,1
10078,779,260,2
57204,799,260,3
25818,846,260,4
29638,884,260,5
55846,933,260,1
48223,3,261,22
11858,44,261,1
68915,45,261,1
37197,60,261,2
48049,82,261,1
63383,122,261,1
7686,131,261,1
35834,208,261,1
77236,259,261,1
43085,571,261,2
9029,842,261,5
89338,896,261,2
32658,3,262,2
39651,84,262,1
67833,842,262,1
12232,912,262,2
54230,3,263,17
23295,8,263,1
23411,10,263,1
89423,13,263,1
48891,26,263,5
59814,39,263,1
74182,42,263,2
85095,45,263,1
8621,53,263,1
52206,84,263,1
41489,87,263,1
38943,91,263,1
70609,97,263,1
49029,102,263,4
66841,111,263,2
38357,122,263,1
20946,123,263,1
67641,124,263,1
62994,132,263,2
63169,142,263,1
73234,146,263,1
19506,188,263,1
89855,197,263,1
34050,207,263,1
18991,213,263,1
42239,223,263,1
42279,231,263,1
21598,259,263,1
93671,260,263,2
65350,263,263,2
84425,271,263,5
40009,272,263,3
4726,280,263,2
5760,291,263,1
57252,302,263,1
5941,335,263,4
93387,354,263,1
63018,357,263,5
73054,374,263,1
93926,376,263,2
74907,408,263,2
94407,436,263,1
91548,440,263,1
28044,445,263,1
71539,455,263,1
60085,480,263,1
21621,526,263,2
18617,537,263,1
24805,543,263,1
67849,547,263,1
31915,571,263,1
1858,574,263,2
48422,581,263,2
5076,616,263,21
12516,648,263,1
37154,665,263,1
85150,696,263,1
17209,713,263,1
40445,723,263,4
7404,738,263,1
84713,779,263,3
23063,784,263,1
90930,787,263,1
87021,801,263,1
22258,809,263,1
41379,826,263,1
60727,836,263,1
85033,839,263,1
47858,846,263,1
90500,859,263,2
32708,868,263,1
61578,884,263,8
17961,896,263,1
43382,912,263,1
90429,933,263,1
65072,958,263,1
41139,3,264,2
17230,52,264,1
13524,213,264,1
59048,259,264,1
48249,342,264,1
38151,478,264,1
35428,776,264,1
37882,839,264,1
91025,884,264,1
22377,944,264,1
27317,958,264,1
1876,3,265,9
50484,16,265,1
30816,26,265,2
58230,44,265,1
19061,45,265,1
29696,52,265,1
86509,70,265,1
38643,132,265,4
15198,139,265,1
21786,156,265,1
24731,166,265,2
49423,191,265,1
57965,194,265,1
80012,207,265,1
45002,208,265,1
83116,259,265,1
6734,334,265,1
34254,335,265,1
60630,342,265,2
95030,408,265,1
27527,410,265,1
19110,436,265,1
11700,445,265,1
93138,503,265,1
53277,543,265,1
58971,648,265,1
30452,659,265,2
95569,665,265,1
83571,874,265,1
92426,884,265,1
93236,897,265,1
75540,954,265,1
12689,3,266,7
69112,22,266,2
89739,26,266,2
18578,56,266,1
27604,136,266,1
52588,139,266,1
57745,209,266,1
56540,254,266,2
83852,259,266,2
71664,335,266,1
38296,365,266,1
90755,500,266,1
16167,507,266,2
84408,542,266,1
1142,605,266,1
42366,616,266,1
4503,664,266,1
40591,723,266,1
24887,842,266,1
28816,895,266,1
26628,3,267,90
5940,26,267,6
31929,82,267,2
83189,85,267,1
88599,108,267,1
91870,122,267,2
39999,139,267,1
23441,146,267,1
44488,201,267,1
1671,229,267,1
2413,241,267,1
71418,259,267,1
44647,419,267,1
74681,474,267,1
52279,489,267,1
16301,598,267,1
93897,685,267,1
92845,884,267,1
24292,964,267,1
64016,3,268,105
64770,26,268,3
92227,44,268,1
82216,146,268,1
71841,269,268,6
38524,270,268,1
20931,271,268,7
42302,272,268,37
51788,273,268,1
17988,280,268,1
1262,285,268,1
35956,394,268,1
90314,738,268,14
19988,749,268,1
20559,851,268,5
66126,863,268,1
51592,3,269,10
51816,10,269,33
4166,16,269,5
54811,23,269,1
77087,26,269,48
38994,80,269,3
61513,120,269,3
30432,132,269,1
38683,200,269,2
88672,259,269,3
31782,268,269,6
51101,270,269,2
11730,272,269,18
39235,273,269,1
7215,274,269,3
26106,297,269,1
49160,580,269,1
346,809,269,3
70539,921,269,2
88972,3,270,1
29521,44,270,1
2928,70,270,1
25091,82,270,1
9727,128,270,1
44257,268,270,1
47045,269,270,2
83757,271,270,1
24159,272,270,8
12165,499,270,1
45355,622,270,1
65324,738,270,1
55376,2,271,5
74874,3,271,254
9831,6,271,1
71299,8,271,3
26884,10,271,35
29017,16,271,1
19771,22,271,7
1722,23,271,2
4294,24,271,1
26085,26,271,15
30044,27,271,1
40446,45,271,7
32135,46,271,1
57646,49,271,3
89290,71,271,3
61611,72,271,2
80771,80,271,2
18436,87,271,1
35465,91,271,8
36561,102,271,13
16492,106,271,3
86293,120,271,3
22108,128,271,3
83701,132,271,5
89973,139,271,10
60474,167,271,1
44532,171,271,1
47839,185,271,9
25453,186,271,9
47863,188,271,7
79278,194,271,10
19255,196,271,21
95574,200,271,23
8595,210,271,1
5555,234,271,1
51091,243,271,1
18780,246,271,1
45963,248,271,2
25054,259,271,29
18054,260,271,3
61953,263,271,5
56741,268,271,7
26130,270,271,1
33356,271,271,6
28227,272,271,101
14424,273,271,1
37201,277,271,2
42512,297,271,2
36731,313,271,1
31600,334,271,7
57325,335,271,20
12607,336,271,2
86521,337,271,2
91965,340,271,1
67451,347,271,3
20894,348,271,1
95107,349,271,1
34741,351,271,1
89827,354,271,3
66444,357,271,2
88737,359,271,1
18935,383,271,1
23545,394,271,1
4548,412,271,1
94713,422,271,1
18535,440,271,1
70262,442,271,4
77468,443,271,3
55385,444,271,2
33051,445,271,31
24723,446,271,11
53441,466,271,1
10925,471,271,3
2811,472,271,1
24905,474,271,12
17137,475,271,3
83893,477,271,2
75452,478,271,1
26384,490,271,1
25097,513,271,1
84277,557,271,1
70775,563,271,1
79061,575,271,1
30817,577,271,2
191,579,271,3
63226,580,271,6
51800,581,271,5
52044,616,271,5
51955,622,271,1
20690,713,271,1
72419,715,271,6
26500,776,271,1
80335,784,271,1
43045,809,271,1
24563,859,271,2
22388,879,271,1
62776,895,271,1
39882,912,271,1
85401,921,271,2
88700,938,271,2
45279,948,271,1
23007,949,271,3
75369,1,272,1
31787,2,272,15
3883,3,272,1369
56319,4,272,9
65158,6,272,18
69886,8,272,7
78700,10,272,303
64596,11,272,3
73398,13,272,10
66662,15,272,7
34462,16,272,29
87022,17,272,1
8257,22,272,16
31230,23,272,5
78888,24,272,6
21832,26,272,66
66618,27,272,3
55236,30,272,21
30126,33,272,1
82619,34,272,14
33342,42,272,9
42192,44,272,11
28092,45,272,57
86686,46,272,37
41633,49,272,3
94417,50,272,5
20140,57,272,1
81491,60,272,1
58001,64,272,15
32236,68,272,1
70599,70,272,3
26962,71,272,7
8705,72,272,12
84200,74,272,10
93237,76,272,1
8828,77,272,1
69488,80,272,6
78272,82,272,15
19025,83,272,3
45537,84,272,4
13743,86,272,1
66232,87,272,3
4365,89,272,17
79769,91,272,87
31116,94,272,17
65115,97,272,9
92104,102,272,88
77695,103,272,2
68377,106,272,3
56285,111,272,10
3285,115,272,1
2743,120,272,7
11489,122,272,27
63981,123,272,5
86981,124,272,3
83635,126,272,1
41471,128,272,22
15880,132,272,49
64111,135,272,1
24150,139,272,22
32624,142,272,1
53130,144,272,1
32394,146,272,49
2754,147,272,10
55208,148,272,4
93686,150,272,2
49896,151,272,1
84022,153,272,3
14214,163,272,1
8880,166,272,3
61438,167,272,3
74885,171,272,2
83776,173,272,2
39783,175,272,1
38641,185,272,1
91361,186,272,36
70570,188,272,8
26922,189,272,1
9597,190,272,1
51429,191,272,3
3446,193,272,6
55897,194,272,3
21301,196,272,14
94158,200,272,7
61234,207,272,3
29064,208,272,4
67423,210,272,3
16942,213,272,19
61718,220,272,1
72679,223,272,1
19062,232,272,2
57463,234,272,2
36177,241,272,6
21996,242,272,1
24108,246,272,1
58430,248,272,1
61965,253,272,1
48680,259,272,117
4948,260,272,17
95986,263,272,3
10555,268,272,37
22008,269,272,18
88467,270,272,8
74202,271,272,101
42077,272,272,54
94873,273,272,3
51013,274,272,27
87860,275,272,2
44188,276,272,6
684,277,272,2
53101,278,272,1
38805,279,272,14
20579,280,272,6
73100,281,272,1
61398,285,272,7
3895,286,272,1
56331,287,272,2
81385,288,272,3
32668,291,272,7
84637,297,272,4
93344,304,272,1
7723,310,272,2
27785,313,272,1
89200,316,272,1
54677,318,272,4
10997,319,272,2
59138,321,272,3
9868,329,272,1
94132,334,272,20
50295,335,272,80
13455,336,272,1
70610,337,272,2
26970,338,272,5
58594,342,272,2
76534,344,272,2
58631,347,272,1
66244,354,272,9
90834,356,272,2
47135,357,272,4
26383,359,272,2
69497,363,272,1
77703,370,272,1
56294,378,272,2
12618,379,272,1
50977,381,272,4
45973,383,272,2
86286,384,272,4
28504,386,272,3
67175,387,272,6
55386,391,272,51
75302,394,272,1
84243,396,272,1
11145,397,272,1
77393,398,272,1
76235,408,272,7
27378,412,272,5
21747,419,272,1
30618,421,272,1
53720,422,272,1
41960,428,272,14
1472,430,272,1
52589,432,272,1
61449,434,272,6
17354,436,272,4
69882,437,272,1
7968,439,272,1
30971,440,272,17
47778,442,272,3
83591,443,272,5
78132,444,272,5
34461,445,272,13
73149,446,272,7
172,447,272,3
81429,453,272,3
90406,455,272,1
16030,466,272,1
8984,471,272,4
91927,472,272,1
90800,474,272,6
47101,475,272,23
3459,476,272,6
85299,477,272,1
27835,478,272,1
50334,484,272,1
44967,487,272,1
26689,488,272,1
54237,508,272,2
87129,530,272,2
56796,536,272,1
68894,547,272,3
54755,548,272,6
33434,555,272,6
85969,556,272,1
14990,573,272,5
9978,575,272,1
58105,577,272,1
23540,579,272,2
72431,580,272,50
32353,581,272,5
84311,587,272,3
62859,595,272,2
27443,603,272,1
7129,616,272,4
17985,622,272,2
24238,625,272,1
35079,631,272,1
46441,632,272,2
29549,638,272,9
82038,639,272,1
59689,644,272,1
24804,648,272,4
24247,652,272,1
76337,654,272,3
819,656,272,1
31396,657,272,1
76065,658,272,3
75218,664,272,2
31626,665,272,36
92608,673,272,6
66815,677,272,1
94556,682,272,1
22559,683,272,2
74996,684,272,4
31364,685,272,1
84532,696,272,1
95387,703,272,5
90897,704,272,1
47198,705,272,1
21406,709,272,7
84172,713,272,4
6721,715,272,2
53542,719,272,1
81337,723,272,2
20273,735,272,1
54331,738,272,18
43327,775,272,2
33882,778,272,1
56979,779,272,13
3987,799,272,2
37802,802,272,1
93225,817,272,30
95352,821,272,11
50380,832,272,1
19318,839,272,2
94230,847,272,3
40468,850,272,1
34965,859,272,15
87531,860,272,1
15223,862,272,1
9403,863,272,1
4999,864,272,1
57538,865,272,8
47239,870,272,1
60823,874,272,1
81623,884,272,36
33842,896,272,24
19714,897,272,2
72231,898,272,1
90358,901,272,1
54081,915,272,1
76347,921,272,10
55076,929,272,1
62628,933,272,2
44329,938,272,1
79280,948,272,1
69982,950,272,1
74698,952,272,2
20747,958,272,1
29055,965,272,1
16366,975,272,1
94209,60,273,1
61641,78,273,1
13418,81,273,2
53849,87,273,1
66676,134,273,1
86305,147,273,5
5619,187,273,1
87044,193,273,1
78111,268,273,1
9635,269,273,1
61878,271,273,1
54650,272,273,3
73036,391,273,1
41704,401,273,1
82120,407,273,1
64996,432,273,1
70153,791,273,1
42909,877,273,1
7037,884,273,5
28697,3,274,19
78681,26,274,3
67192,44,274,1
40710,132,274,23
49141,139,274,1
73474,259,274,1
93515,269,274,3
67075,272,274,27
75063,335,274,1
29349,738,274,1
95564,851,274,1
16236,3,275,5
22706,60,275,6
58223,70,275,3
71757,74,275,3
63168,89,275,3
78829,128,275,1
53293,132,275,2
36562,139,275,4
79432,272,275,2
4218,275,275,6
79244,312,275,1
79316,330,275,1
34982,354,275,1
19361,444,275,2
10436,447,275,1
87625,484,275,3
94051,723,275,3
59430,738,275,1
82840,851,275,8
5304,969,275,1
78119,2,276,9
53675,3,276,43
38273,7,276,9
23555,8,276,1
28943,10,276,1
18202,11,276,6
23610,13,276,1
26091,16,276,8
40610,17,276,2
79690,24,276,7
68222,26,276,2
74369,45,276,2
47053,56,276,1
95160,60,276,1
73279,71,276,3
34350,74,276,2
28526,82,276,4
52492,120,276,1
39035,122,276,1
91490,128,276,1
7878,134,276,1
73952,139,276,14
82470,142,276,1
58558,206,276,4
78810,208,276,1
91195,210,276,1
68971,237,276,1
13158,238,276,1
85988,241,276,1
71732,272,276,6
90671,276,276,2
6708,278,276,1
11529,285,276,1
17088,304,276,1
25617,307,276,2
77510,313,276,1
12749,321,276,1
559,335,276,1
58077,365,276,4
28389,444,276,1
92538,456,276,1
77554,478,276,1
604,484,276,2
40951,526,276,4
71193,544,276,1
22524,547,276,2
61889,563,276,1
79324,638,276,1
49173,660,276,3
93194,681,276,1
45952,682,276,4
50316,799,276,1
10980,874,276,1
27762,884,276,7
83703,896,276,1
69734,36,277,1
78983,49,277,11
46934,74,277,1
75865,86,277,2
7663,128,277,1
78518,156,277,1
79320,166,277,1
95995,253,277,1
85893,259,277,1
12021,271,277,2
60196,272,277,2
19114,278,277,2
72726,279,277,1
66074,286,277,1
24766,335,277,1
55835,380,277,1
10515,471,277,7
32454,616,277,3
34180,817,277,7
53306,839,277,1
43455,845,277,2
40142,884,277,9
20509,894,277,1
78397,929,277,1
87277,3,278,6
2160,71,278,1
38540,86,278,1
79966,89,278,3
52127,132,278,2
61581,272,278,1
19264,276,278,1
77019,277,278,2
77893,278,278,2
13989,279,278,1
25285,335,278,4
33038,365,278,1
16689,429,278,1
88721,436,278,1
25324,484,278,1
27504,490,278,2
48128,513,278,1
87054,538,278,1
81817,616,278,1
59992,723,278,1
71439,739,278,1
44072,745,278,1
90720,839,278,1
49053,851,278,2
82404,859,278,1
52716,884,278,4
64794,895,278,2
74775,944,278,1
66061,3,279,181
6342,6,279,4
50840,7,279,1
40670,9,279,1
16482,10,279,3
79752,18,279,3
45643,22,279,1
77914,25,279,3
55800,26,279,52
89604,41,279,1
67340,42,279,3
83430,44,279,6
37035,45,279,18
13470,47,279,2
69078,60,279,1
58461,77,279,3
51119,86,279,4
45779,89,279,3
45990,91,279,15
33070,102,279,1
40336,103,279,1
35199,108,279,1
8983,115,279,1
89895,120,279,2
45389,122,279,1
3522,132,279,1
86388,139,279,3
66346,146,279,1
34604,150,279,2
78377,151,279,1
7318,156,279,1
76338,163,279,1
41356,190,279,1
8911,196,279,1
84900,200,279,1
5135,210,279,3
61555,246,279,1
39185,247,279,1
14725,259,279,1
33082,272,279,14
9562,277,279,1
90528,278,279,1
18924,287,279,1
2846,315,279,1
35021,334,279,1
12892,335,279,1
4042,354,279,3
56071,357,279,1
35534,363,279,1
60024,368,279,1
72491,403,279,1
14955,412,279,2
4966,436,279,3
37776,439,279,1
65205,478,279,1
3248,499,279,2
40066,542,279,2
23937,573,279,1
63607,580,279,1
94530,616,279,3
66963,638,279,2
76183,640,279,1
27064,648,279,1
12511,659,279,1
66356,664,279,9
73217,665,279,3
8753,673,279,1
75655,677,279,1
20951,696,279,1
67608,719,279,1
47577,723,279,1
1542,748,279,1
9371,817,279,8
93620,835,279,1
1285,859,279,7
47109,862,279,1
65136,884,279,8
22468,891,279,1
52361,895,279,1
24904,896,279,1
92425,979,279,14
28377,2,280,2
7272,3,280,39
61761,6,280,4
84657,7,280,1
73345,8,280,2
82180,10,280,6
69935,13,280,1
70085,15,280,4
47429,26,280,5
58721,30,280,1
57560,40,280,1
29734,42,280,3
38707,44,280,1
24590,45,280,2
54317,47,280,1
90858,50,280,1
24200,52,280,1
76017,58,280,1
25513,59,280,1
77994,60,280,1
65793,63,280,2
23488,71,280,5
87673,74,280,3
45993,77,280,3
52621,78,280,1
74792,82,280,1
74937,84,280,1
10308,86,280,1
62814,87,280,1
7800,89,280,3
76247,91,280,6
34560,94,280,3
61719,97,280,1
50929,102,280,4
74251,103,280,2
6091,120,280,2
14982,122,280,6
60549,123,280,1
38008,128,280,1
63050,131,280,1
20674,132,280,2
5177,133,280,1
20650,139,280,5
56945,142,280,2
28980,146,280,2
58687,148,280,3
68803,157,280,1
17588,163,280,1
71487,171,280,1
43272,175,280,4
67151,188,280,1
24761,196,280,2
80016,197,280,2
73660,206,280,2
64665,207,280,1
49432,218,280,1
76054,223,280,2
32686,241,280,1
55144,243,280,1
20601,246,280,1
52082,259,280,1
92468,263,280,2
62313,268,280,1
38592,272,280,6
24089,280,280,4
59842,287,280,7
36153,291,280,1
15569,293,280,1
88141,297,280,2
87780,302,280,1
16605,309,280,1
53775,335,280,12
30099,339,280,1
42254,359,280,1
8210,365,280,1
21043,371,280,1
39131,374,280,2
49476,383,280,1
26951,388,280,1
51899,391,280,1
16830,401,280,2
50247,422,280,1
20831,436,280,1
46059,456,280,1
41568,473,280,1
30147,488,280,2
9549,490,280,1
93181,500,280,1
20933,520,280,1
88359,532,280,2
69095,538,280,6
64830,543,280,1
38756,545,280,7
16436,551,280,2
32036,571,280,1
48584,603,280,2
10637,616,280,5
58771,634,280,1
64476,651,280,1
89053,673,280,1
34590,679,280,1
14443,682,280,1
71591,684,280,1
33376,696,280,1
45577,707,280,1
1459,713,280,1
84781,723,280,12
77555,743,280,2
10459,748,280,1
62955,749,280,39
63109,751,280,1
6014,765,280,1
96034,771,280,1
39836,775,280,1
53556,779,280,1
38693,785,280,1
2520,821,280,1
34548,835,280,1
88511,843,280,1
73870,851,280,1
2005,857,280,1
65715,862,280,1
77854,863,280,1
52153,879,280,2
21879,882,280,2
81006,884,280,8
68789,898,280,1
60605,912,280,1
47954,938,280,1
35640,943,280,3
92991,944,280,1
78180,952,280,11
87077,954,280,1
50145,958,280,2
33385,979,280,1
91090,3,281,7
88064,10,281,1
37735,26,281,1
8326,42,281,2
51171,272,281,1
84992,713,281,1
93703,884,281,1
32122,3,282,1
44233,132,282,2
95016,191,282,1
6243,247,282,1
7263,283,282,1
87023,326,282,1
76649,364,282,1
26123,483,282,2
83764,520,282,2
152,709,282,1
51748,713,282,2
46938,832,282,2
9814,884,282,14
20442,282,283,1
66527,747,283,1
70624,831,283,3
74649,2,284,1
54860,3,284,1
25515,13,284,1
80846,16,284,1
41801,26,284,1
83180,42,284,1
51600,46,284,1
57632,89,284,1
51549,133,284,1
54789,260,284,1
51045,334,284,1
71618,369,284,1
4437,401,284,1
33403,408,284,1
84273,440,284,1
19887,595,284,1
71237,709,284,2
1150,738,284,1
34190,860,284,1
76130,3,285,12
27786,6,285,1
22417,7,285,4
7864,15,285,1
93538,16,285,2
84095,26,285,2
38704,58,285,1
40625,60,285,2
28194,64,285,1
37464,82,285,1
34414,84,285,1
87770,146,285,1
1354,150,285,1
67697,166,285,1
72035,180,285,1
93176,203,285,1
74348,206,285,3
54366,213,285,2
49815,215,285,1
30939,224,285,1
52182,254,285,1
24861,268,285,1
4807,272,285,7
10365,276,285,1
60043,330,285,1
87587,335,285,1
41463,394,285,1
12155,456,285,4
56966,526,285,3
80164,544,285,1
13588,547,285,1
90998,779,285,2
30754,817,285,1
77278,857,285,2
29791,859,285,1
12487,884,285,5
57306,896,285,1
24101,973,285,1
